X,Y,fid,icon_url
36.0782956092468,-0.463702905338919,"17",./0.png
3.54661474035662,13.1966631095396,"18",./0.png
-14.7117791584745,12.158494265752,"19",./0.png
32.42996184197,2.83610553278047,"20",./0.png
32.9676950271919,2.30248659778283,"21",./0.png
30.6032605389912,-3.14170015853933,"22",./0.png
-16.0509763248124,12.1827747476798,"23",./0.png
14.5321545834224,11.0801844143576,"24",./0.png
32.4865847091156,2.37068538256661,"25",./0.png
28.7030885187745,-0.608936094433151,"26",./0.png
28.2613878688127,-3.22383919245314,"27",./0.png
30.3222487926576,-3.45685964072691,"28",./0.png
13.9403879147291,8.48745888179009,"29",./0.png
