X,Y,fid,icon_url
10.6489907052183,5.49760700118316,"1",./0.png
28.2613878688127,-3.22383919245314,"2",./0.png
38.4493807748088,13.7892945605222,"3",./0.png
34.1931608318014,0.386756260032966,"4",./0.png
36.8596298661264,-1.29806137741351,"5",./0.png
36.823981599525,-1.06920790403966,"6",./0.png
38.4068878623219,-1.49096097284058,"7",./0.png
34.9565984141317,1.05138368328571,"8",./0.png
35.9308925578475,-2.98770983290883,"9",./0.png
31.4622383828531,-1.86220041724967,"10",./0.png
35.9387958703347,-5.91648045870253,"11",./0.png
33.7726374035872,0.532618282836527,"12",./0.png
32.5968738580405,0.315760670787283,"13",./0.png
27.8234212046333,-29.5821254401104,"14",./0.png
33.6381405573842,-11.7685547499385,"15",./0.png
33.6855888253699,-14.0187461119113,"16",./0.png
31.0575201368497,-17.8540353409341,"17",./0.png
31.6955101410275,-17.987553304061,"18",./0.png
29.7119529566238,-17.1841302878419,"19",./0.png
31.2384624641218,-20.7893447785282,"20",./0.png
27.4004223601544,-18.825549266205,"21",./0.png
2.42913201935867,6.26549001513752,"22",./0.png
1.82465204880436,6.45832886245534,"23",./0.png
-1.22060108764225,11.5832362454748,"24",./0.png
-0.80427209777617,10.7797856531102,"25",./0.png
0.461179808998102,10.5861791549276,"26",./0.png
-0.80427209777617,10.7797856531102,"27",./0.png
-12.0099368252537,11.7611602547648,"28",./0.png
-2.89561507784938,16.3064293716295,"29",./0.png
3.54661474035662,13.1966631095396,"30",./0.png
-16.3741910999551,12.7803791125726,"31",./0.png
-10.9821650378011,8.23894917445232,"32",./0.png
0.461179808998102,10.5861791549276,"33",./0.png
-0.80427209777617,10.7797856531102,"34",./0.png
-11.9882918077295,7.79887262799265,"35",./0.png
37.0333589153547,-0.809266100484757,"36",./0.png
37.4129378410968,-1.27937268364363,"37",./0.png
10.3696813484712,6.36544834732592,"38",./0.png
29.2171855218544,-15.3621543402505,"39",./0.png
-1.50244460524191,12.3226982668593,"40",./0.png
-0.186250759813643,11.6064843178297,"41",./0.png
-2.28397220598236,13.4602313995057,"42",./0.png
-1.42255354321743,12.3906515839836,"43",./0.png
-7.97748868080811,12.6105004981125,"44",./0.png
-17.2804666302578,14.7568591996749,"45",./0.png
-1.50887262172664,12.4494220204154,"46",./0.png
-7.94351202224598,12.6564149015749,"47",./0.png
-12.1145320824998,10.6639133133848,"48",./0.png
