X,Y,fid,icon_url
39.0723868421051,13.7439035714286,"9",./0.png
35.5761196127316,-1.25481463531351,"10",./0.png
37.5695608302397,2.97862113611471,"11",./0.png
30.4602462106116,-1.84731073359341,"12",./0.png
30.8144735692927,11.292054993202,"13",./0.png
35.9308925578475,-2.98770983290883,"14",./0.png
38.4493807748088,13.7892945605222,"15",./0.png
29.6882165409162,-2.3676616172425,"16",./0.png
29.3082945497662,-2.10030112806495,"17",./0.png
28.4053550395016,11.7655862270139,"18",./0.png
28.4053550395016,11.7655862270139,"19",./0.png
30.8724969457592,-0.215451364017441,"20",./0.png
